,Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Winner_Point,Score_index_before,Pt_P1_before,Pt_P2_before,Gm_P1_before,Gm_P2_before,Set_P1_before,Set_P2_before,first_serve,P1_serving,game_type,Score_index_after,Pt_P1_after,Pt_P2_after,Gm_P1_after,Gm_P2_after,Set_P1_after,Set_P2_after,ResultOld,Bounce (x)Old,Bounce (y)Old,ShotOld,Result2,comment,Hit (x)Old,Hit (y)Old,W_UE,rally_length,rally_length_custom,BP,srv_from,srv_to,shot_from,shot_to,desc1,desc2,desc3,desc4,desc5,P_FH-Line,P_FH-Line_W_UE,P_FH-Middle,P_FH-Middle_W_UE,P_FH-Cross,P_FH-Cross_W_UE,P_FH-II,P_FH-II_W_UE,P_FH-IO,P_FH-IO_W_UE,P_FH-IM,P_FH-IM_W_UE,P_FH-D,P_FH-D_W_UE,P_FH-Cross-Pass,P_FH-Cross-Pass_W_UE,P_FH-Middle-Pass,P_FH-Middle-Pass_W_UE,P_FH-Line-Pass,P_FH-Line-Pass_W_UE,P_BH-Line,P_BH-Line_W_UE,P_BH-Middle,P_BH-Middle_W_UE,P_BH-Cross,P_BH-Cross_W_UE,P_BH-Slice,P_BH-Slice_W_UE,P_BH-D,P_BH-D_W_UE,P_BH-Cross-Pass,P_BH-Cross-Pass_W_UE,P_BH-Middle-Pass,P_BH-Middle-Pass_W_UE,P_BH-Line-Pass,P_BH-Line-Pass_W_UE,P_VOL,P_VOL_W_UE,P_SMA,P_SMA_W_UE,O_FH-Line,O_FH-Line_W_UE,O_FH-Middle,O_FH-Middle_W_UE,O_FH-Cross,O_FH-Cross_W_UE,O_FH-II,O_FH-II_W_UE,O_FH-IO,O_FH-IO_W_UE,O_FH-IM,O_FH-IM_W_UE,O_FH-D,O_FH-D_W_UE,O_FH-Cross-Pass,O_FH-Cross-Pass_W_UE,O_FH-Middle-Pass,O_FH-Middle-Pass_W_UE,O_FH-Line-Pass,O_FH-Line-Pass_W_UE,O_BH-Line,O_BH-Line_W_UE,O_BH-Middle,O_BH-Middle_W_UE,O_BH-Cross,O_BH-Cross_W_UE,O_BH-Slice,O_BH-Slice_W_UE,O_BH-D,O_BH-D_W_UE,O_BH-Cross-Pass,O_BH-Cross-Pass_W_UE,O_BH-Middle-Pass,O_BH-Middle-Pass_W_UE,O_BH-Line-Pass,O_BH-Line-Pass_W_UE,O_VOL,O_VOL_W_UE,O_SMA,O_SMA_W_UE
984,Player,1,serve,Serve,,,52,,,,,,-4.033333333,5.87,,ad,far,0.5,24.67,,,In,,,1652.0,1,30.0,1.0,0.0,3.0,2.0,0.0,0.0,True,True,1.0,31.0,2.0,0.0,3.0,2.0,0.0,0.0,,,,,,,,,F,2.0,1.0,False,ad,wide,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
145,Opponent,2,none,Backhand,Flat,51.945656,52,0.0,0.0,service_box,ad,near,-1.139251,11.427571,no_mans_land,ad_alley,near,-4.761483,1.361621,0.761994,down the line,Net,False,15:11:25,1653.380005,1,30.0,1.0,0.0,3.0,2.0,0.0,0.0,True,True,1.0,31.0,2.0,0.0,3.0,2.0,0.0,0.0,,,,,,,,,FE,2.0,1.0,False,ad,wide,ad,middle,BH,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Opponent,0,first_serve,Serve,Flat,153.816483,53,0.0,0.0,service_box,deuce,near,0.948045,11.201139,no_mans_land,ad,near,0.488095,1.267367,2.453346,down the T,Net,False,15:11:47,1674.780029,-1,31.0,2.0,0.0,3.0,2.0,0.0,0.0,True,True,1.0,31.0,2.0,0.0,3.0,2.0,0.0,0.0,,,,2.0,,,,,,-1.0,-1.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Player,1,serve,Serve,,,53,,,,,,0.233333333,11.77,,deuce,far,-0.566666667,23.97,,,Net,,,1673.0,-1,31.0,2.0,0.0,3.0,2.0,0.0,0.0,True,True,1.0,31.0,2.0,0.0,3.0,2.0,0.0,0.0,,,,,,,,,,-1.0,-1.0,False,deuce,T,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
148,Player,1,first_serve,Serve,Flat,125.727409,54,0.0,0.0,service_box,deuce,near,1.020522,6.24679,no_mans_land,deuce,far,-0.845739,24.845427,2.709843,down the T,In,False,15:11:58,1685.939941,1,31.0,2.0,0.0,3.0,2.0,0.0,0.0,False,True,1.0,32.0,3.0,0.0,3.0,2.0,0.0,0.0,,,,,,,,,,8.0,7.0,False,deuce,T,,,,,,,,3.0,,0.0,,7.0,W_or_F,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,FE,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
149,Opponent,2,return,Backhand,Topspin,79.176102,54,0.0,0.0,service_box,deuce,far,-0.544129,17.403086,no_mans_land,deuce,near,1.184005,0.93698,1.1901,inside out,In,False,15:11:59,1686.839966,1,31.0,2.0,0.0,3.0,2.0,0.0,0.0,False,True,1.0,32.0,3.0,0.0,3.0,2.0,0.0,0.0,,,,,,,,,,8.0,7.0,False,deuce,T,deuce,middle,BH,IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Player,3,serve_plus_one,Forehand,Topspin,76.496323,54,0.0,0.0,service_box,ad,near,-1.951615,5.931754,out,deuce,far,-1.297015,25.367645,0.821299,down the line,In,False,15:12:00,1688.079956,1,31.0,2.0,0.0,3.0,2.0,0.0,0.0,False,True,1.0,32.0,3.0,0.0,3.0,2.0,0.0,0.0,,,,,,,,,,8.0,7.0,False,deuce,T,deuce,ad,FH,Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Opponent,4,return_plus_one,Backhand,Topspin,69.494781,54,0.0,0.0,service_box,ad,far,3.024822,14.661836,out,ad,near,-2.104423,-0.650102,0.639555,cross court,In,False,15:12:01,1689.300049,1,31.0,2.0,0.0,3.0,2.0,0.0,0.0,False,True,1.0,32.0,3.0,0.0,3.0,2.0,0.0,0.0,,,,,,,,,,8.0,7.0,False,deuce,T,ad,ad,BH,Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Player,5,in_play,Backhand,Topspin,97.818604,54,0.0,0.0,no_mans_land,ad,near,-0.774086,3.577069,no_mans_land,ad_alley,far,4.761324,24.295763,0.912323,down the line,In,False,15:12:03,1690.780029,1,31.0,2.0,0.0,3.0,2.0,0.0,0.0,False,True,1.0,32.0,3.0,0.0,3.0,2.0,0.0,0.0,,,,,,,,,,8.0,7.0,False,deuce,T,ad,middle,BH,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Opponent,6,in_play,Forehand,Topspin,89.825439,54,0.0,0.0,no_mans_land,deuce,far,-2.260677,19.366064,out,ad,near,-2.082589,-0.883468,0.851145,inside in,In,False,15:12:04,1691.939941,1,31.0,2.0,0.0,3.0,2.0,0.0,0.0,False,True,1.0,32.0,3.0,0.0,3.0,2.0,0.0,0.0,,,,,,,,,,8.0,7.0,False,deuce,T,ad,deuce,FH,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Player,7,in_play,Forehand,Flat,104.227226,54,0.0,0.0,no_mans_land,deuce,near,2.11966,3.849282,out,deuce,far,-2.24511,25.713991,0.751983,cross court,In,False,15:12:05,1693.199951,1,31.0,2.0,0.0,3.0,2.0,0.0,0.0,False,True,1.0,32.0,3.0,0.0,3.0,2.0,0.0,0.0,,,,,,,,,F,8.0,7.0,False,deuce,T,deuce,deuce,FH,Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Opponent,8,in_play,Forehand,Topspin,84.280113,54,0.0,0.0,service_box,ad,near,-1.335959,11.786284,out,deuce,near,3.368235,-0.553622,0.495634,down the line,Net,False,15:12:06,1694.300049,1,31.0,2.0,0.0,3.0,2.0,0.0,0.0,False,True,1.0,32.0,3.0,0.0,3.0,2.0,0.0,0.0,,,,,,,,,FE,8.0,7.0,False,deuce,T,deuce,deuce,FH,Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Opponent,0,none,Forehand,Flat,88.648567,55,0.0,0.0,no_mans_land,deuce,near,1.064444,1.495166,no_mans_land,deuce,near,0.373734,-0.475765,2.118816,cross court,Net,False,15:12:16,1704.380005,1,,,,,,,,True,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Opponent,0,none,Forehand,Flat,64.53302,56,0.0,0.0,no_mans_land,ad,far,0.739843,23.031826,out,deuce,near,1.214371,-0.765108,1.150236,down the line,In,False,15:12:22,1709.699951,2,,,,,,,,True,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Opponent,0,return,Backhand,Slice,59.362476,57,0.0,0.0,service_box,ad,far,2.585345,14.625919,out,ad_alley,near,-4.974271,-1.180644,0.726218,down the line,In,False,15:12:34,1722.02002,-1,32.0,3.0,0.0,3.0,2.0,0.0,0.0,True,True,1.0,32.0,3.0,0.0,3.0,2.0,0.0,0.0,,,,2.0,,,,,,-1.0,-1.0,False,ad,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Player,1,first_serve,Serve,Flat,117.123131,57,0.0,0.0,service_box,ad,near,-3.366666667,4.47,no_mans_land,ad,far,0.739843,24.240614,2.537841,out wide,Out,False,15:12:33,1720.97998,-1,32.0,3.0,0.0,3.0,2.0,0.0,0.0,True,True,1.0,32.0,3.0,0.0,3.0,2.0,0.0,0.0,In,-2.851491,7.292738,,,,,,,-1.0,-1.0,False,ad,wide,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
160,Player,1,first_serve,Serve,Flat,123.479179,58,0.0,0.0,service_box,ad,near,-2.920318,7.043907,no_mans_land,ad,far,1.305585,24.922815,2.473693,out wide,In,False,15:12:45,1732.73999,1,32.0,3.0,0.0,3.0,2.0,0.0,0.0,False,True,1.0,33.0,0.0,0.0,4.0,2.0,0.0,0.0,,,,,,,,,,3.0,3.0,False,ad,wide,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,W_or_F,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
161,Opponent,2,return,Backhand,Topspin,88.928352,58,0.0,0.0,no_mans_land,ad,far,2.395555,18.473482,no_mans_land,ad_alley,near,-4.623474,-0.32137,0.771854,down the line,In,False,15:12:46,1733.680054,1,32.0,3.0,0.0,3.0,2.0,0.0,0.0,False,True,1.0,33.0,0.0,0.0,4.0,2.0,0.0,0.0,,,,,,,,,,3.0,3.0,False,ad,wide,ad,ad,BH,Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Player,3,serve_plus_one,Backhand,Topspin,104.801071,58,0.0,0.0,no_mans_land,deuce,near,2.731169,4.686931,no_mans_land,ad,far,4.050993,24.360769,1.048619,down the line,In,False,15:12:47,1734.97998,1,32.0,3.0,0.0,3.0,2.0,0.0,0.0,False,True,1.0,33.0,0.0,0.0,4.0,2.0,0.0,0.0,,,,,,,,,W,3.0,3.0,False,ad,wide,ad,deuce,BH,Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Opponent,1,first_serve,Serve,Slice,97.766907,60,0.0,0.0,service_box,deuce_alley,far,-5.068375,16.843517,no_mans_land,deuce,near,0.795326,0.355872,2.979359,out wide,Out,False,15:13:44,1791.880005,-2,33.0,0.0,0.0,4.0,2.0,0.0,0.0,True,False,1.0,33.0,0.0,0.0,4.0,2.0,0.0,0.0,,,,,,,,,,-1.0,-1.0,False,deuce,wide,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
164,Opponent,1,second_serve,Serve,Kick,117.763054,61,0.0,0.0,service_box,deuce,far,-1.245791,14.676473,no_mans_land,deuce,near,0.377285,0.750284,2.544665,down the T,In,False,15:13:59,1807.339966,2,33.0,0.0,0.0,4.0,2.0,0.0,0.0,False,False,1.0,34.0,0.0,1.0,4.0,2.0,0.0,0.0,,,,,,,,,,4.0,3.0,False,deuce,T,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,FE,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,W_or_F,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
165,Player,2,return,Backhand,Topspin,75.437149,61,0.0,0.0,no_mans_land,deuce,near,0.995061,5.201363,out,deuce,far,-2.589716,25.301352,1.305693,inside out,In,False,15:14:00,1808.180054,2,33.0,0.0,0.0,4.0,2.0,0.0,0.0,False,False,1.0,34.0,0.0,1.0,4.0,2.0,0.0,0.0,,,,,,,,,,4.0,3.0,False,deuce,T,deuce,middle,BH,IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Opponent,3,serve_plus_one,Forehand,Topspin,98.077354,61,0.0,0.0,no_mans_land,ad,far,1.841543,19.20163,no_mans_land,deuce,near,1.18905,1.185534,0.826704,down the line,In,False,15:14:02,1809.599976,2,33.0,0.0,0.0,4.0,2.0,0.0,0.0,False,False,1.0,34.0,0.0,1.0,4.0,2.0,0.0,0.0,,,,,,,,,F,4.0,3.0,False,deuce,T,deuce,ad,FH,Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Player,4,return_plus_one,Backhand,Topspin,89.920143,61,0.0,0.0,no_mans_land,ad_alley,near,-4.819711,4.756909,out,ad,far,1.727044,25.85799,1.063509,down the line,Out,False,15:14:03,1810.780029,2,33.0,0.0,0.0,4.0,2.0,0.0,0.0,False,False,1.0,34.0,0.0,1.0,4.0,2.0,0.0,0.0,,,,,,,,,FE,4.0,3.0,False,deuce,T,ad,ad,BH,Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Player,0,none,Backhand,Topspin,99.936867,62,0.0,0.0,no_mans_land,ad,near,-1.082892,1.593419,service_box,deuce,far,-0.249807,12.405001,1.466813,inside in,In,False,15:14:20,1827.97998,1,,,,,,,,True,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Opponent,0,serve_plus_one,Forehand,Topspin,87.433067,63,0.0,0.0,no_mans_land,ad,far,0.831654,18.93811,no_mans_land,ad,near,-1.757166,0.354101,0.7209,inside out,In,False,15:14:34,1842.079956,2,34.0,0.0,1.0,4.0,2.0,0.0,0.0,True,False,1.0,35.0,0.0,2.0,4.0,2.0,0.0,0.0,,,,3.0,,,,,,2.0,1.0,False,ad,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Player,0,return_plus_one,Backhand,Topspin,89.406235,63,0.0,0.0,no_mans_land,deuce,near,2.066557,3.893397,out,ad,far,3.519215,25.82675,1.272309,down the line,In,False,15:14:36,1843.880005,2,34.0,0.0,1.0,4.0,2.0,0.0,0.0,True,False,1.0,35.0,0.0,2.0,4.0,2.0,0.0,0.0,,,,4.0,,,,,,2.0,1.0,False,ad,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Opponent,1,first_serve,Serve,Flat,134.407349,63,0.0,0.0,service_box,ad,far,0.717574,15.520487,no_mans_land,ad,near,-1.082892,1.068172,2.610705,down the T,In,False,15:14:32,1839.880005,2,34.0,0.0,1.0,4.0,2.0,0.0,0.0,True,False,1.0,35.0,0.0,2.0,4.0,2.0,0.0,0.0,,,,,,,,,F,2.0,1.0,False,ad,T,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
172,Player,2,return,Forehand,Topspin,72.615845,63,0.0,0.0,no_mans_land,ad_alley,near,-1.866666667,-1.03,out,ad,far,1.250074,25.621288,1.536146,inside in,Out,False,15:14:33,1840.680054,2,34.0,0.0,1.0,4.0,2.0,0.0,0.0,True,False,1.0,35.0,0.0,2.0,4.0,2.0,0.0,0.0,,-4.417534,3.389143,,,,,,FE,2.0,1.0,False,ad,T,ad,ad,FH,IO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Opponent,1,first_serve,Serve,Flat,131.566284,64,0.0,0.0,service_box,ad,near,-3.181631,8.274133,no_mans_land,deuce,near,-0.058049,0.643461,2.210698,out wide,Net,False,15:15:01,1868.76001,-2,35.0,0.0,2.0,4.0,2.0,0.0,0.0,True,False,1.0,35.0,0.0,2.0,4.0,2.0,0.0,0.0,,,,,,,,,,-1.0,-1.0,False,deuce,wide,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
174,Opponent,1,first_serve,Serve,Kick,125.116112,65,0.0,0.0,service_box,deuce,far,-1.116697,17.883354,no_mans_land,deuce,near,0.389408,0.242112,2.368689,down the T,In,False,15:15:16,1883.560059,1,35.0,0.0,2.0,4.0,2.0,0.0,0.0,False,False,1.0,36.0,1.0,2.0,4.0,2.0,0.0,0.0,Out,,,,,,,,,3.0,3.0,False,deuce,T,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,UE,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
175,Player,2,return,Backhand,Flat,84.505714,65,0.0,0.0,no_mans_land,ad,near,-2.231446,4.617066,out,deuce,far,-1.906419,25.344938,1.151858,inside in,In,False,15:15:16,1884.380005,1,35.0,0.0,2.0,4.0,2.0,0.0,0.0,False,False,1.0,36.0,1.0,2.0,4.0,2.0,0.0,0.0,,,,,,,,,,3.0,3.0,False,deuce,T,deuce,ad,BH,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Opponent,3,serve_plus_one,Backhand,Topspin,88.268112,65,0.0,0.0,out,deuce,far,-3.157622,24.6299,no_mans_land,ad,near,-2.844973,-0.119852,0.691316,down the line,Out,False,15:15:18,1885.680054,1,35.0,0.0,2.0,4.0,2.0,0.0,0.0,False,False,1.0,36.0,1.0,2.0,4.0,2.0,0.0,0.0,,,,,,,,,UE,3.0,3.0,False,deuce,T,ad,deuce,BH,Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Opponent,1,second_serve,Serve,Flat,107.757912,66,0.0,0.0,service_box,ad,far,0.266666667,17.67,no_mans_land,ad,near,-0.785478,0.99251,2.400633,down the T,In,False,15:15:50,1918.160034,2,36.0,1.0,2.0,4.0,2.0,0.0,0.0,True,False,1.0,37.0,1.0,3.0,4.0,2.0,0.0,0.0,,0.31608,13.148398,,,,,,W,1.0,1.0,False,ad,T,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
178,Opponent,1,first_serve,Serve,Slice,116.737183,67,0.0,0.0,service_box,deuce,near,0.124591,11.606533,no_mans_land,deuce,near,0.456248,0.596239,2.46811,down the T,Net,False,15:16:15,1943.040039,-2,37.0,1.0,3.0,4.0,2.0,0.0,0.0,True,False,1.0,37.0,1.0,3.0,4.0,2.0,0.0,0.0,,,,,,,,,,-1.0,-1.0,False,deuce,T,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
179,Opponent,1,second_serve,Serve,Kick,123.185104,68,0.0,0.0,service_box,deuce,far,-1.928007,15.909503,no_mans_land,deuce,near,0.287269,1.378461,2.442473,down the T,In,False,15:16:30,1957.939941,2,37.0,1.0,3.0,4.0,2.0,0.0,0.0,False,False,1.0,38.0,0.0,0.0,4.0,3.0,0.0,0.0,,,,,,,,,,3.0,3.0,False,deuce,body,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,W_or_F,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
180,Player,2,return,Backhand,Topspin,67.106178,68,0.0,0.0,no_mans_land,deuce,near,1.1298,4.978333,out,deuce,far,-3.061212,25.199984,1.100889,inside out,In,False,15:16:31,1958.719971,2,37.0,1.0,3.0,4.0,2.0,0.0,0.0,False,False,1.0,38.0,0.0,0.0,4.0,3.0,0.0,0.0,,,,,,,,,,3.0,3.0,False,deuce,body,deuce,middle,BH,IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Opponent,3,serve_plus_one,Forehand,Topspin,101.395027,68,0.0,0.0,no_mans_land,ad,far,2.311015,18.561129,no_mans_land,deuce,near,1.574206,0.994373,1.005208,down the line,In,False,15:16:32,1960.439941,2,37.0,1.0,3.0,4.0,2.0,0.0,0.0,False,False,1.0,38.0,0.0,0.0,4.0,3.0,0.0,0.0,,,,,,,,,W,3.0,3.0,False,deuce,body,deuce,ad,FH,Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Opponent,0,none,Forehand,Topspin,101.009041,69,0.0,0.0,no_mans_land,deuce,near,0.852483,5.445751,out,deuce,near,1.411672,-2.503309,1.469407,cross court,Net,False,15:16:45,1972.699951,1,,,,,,,,True,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
